"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11065","testLoginFailure","Surefire suite","Tue Oct 07 06:44:04 UTC 2025","passed","Tue Oct 07 06:44:15 UTC 2025","tests.TestAuthLogin","Surefire test","tests.TestAuthLogin","testLoginFailure"
"","92579","testSuccessfulLogin","Surefire suite","Tue Oct 07 06:44:16 UTC 2025","broken","Tue Oct 07 06:45:48 UTC 2025","tests.TestAuthLogin","Surefire test","tests.TestAuthLogin","testSuccessfulLogin"
